idx,pathway_name,pathway_id,gene_name,gene_id,protein_id
56,NA,NA,slr1906,slr1906,P73101
56,NA,NA,slr1907,slr1907,P73102
56,NA,NA,slr1908,slr1908,P73103
56,NA,NA,slr1909,slr1909,P73104
56,Cationic antimicrobial peptide (CAMP) resistance,syn01503,amiA,slr1910,P73105
57,NA,NA,slr1911,slr1911,P73106
57,NA,NA,sll1837,sll1837,P73107
57,NA,NA,slr1912,slr1912,P73108
57,NA,NA,slr1913,slr1913,P73109
57,NA,NA,slr1914,slr1914,P73110
57,NA,NA,sll1835,sll1835,P73111
57,NA,NA,sll1834,sll1834,P73112
57,NA,NA,slr1915,slr1915,P73113
57,Ubiquinone and other terpenoid-quinone biosynthesis,syn00130,slr1916,slr1916,P73114
57,NA,NA,slr1917,slr1917,P73115
58,NA,NA,slr1918,slr1918,P73116
58,Peptidoglycan biosynthesis,syn00550,ftsI,sll1833,P73117
58,NA,NA,sll1832,sll1832,P73118
58,Glyoxylate and dicarboxylate metabolism,syn00630,glcF,sll1831,P73119
58,NA,NA,sll1830,sll1830,P73120
58,NA,NA,slr1919,slr1919,P73121
58,NA,NA,slr1920,slr1920,P73122
58,NA,NA,sll0998,sll0998,P73123
58,NA,NA,ssl1911,ssl1911,P73124
58,Phenazine biosynthesis,syn00405,slr1019,slr1019,P73125
59,Aminoacyl-tRNA biosynthesis,syn00970,trnL-UAG,trnL-UAG,NA
59,NA,NA,sll0997,sll0997,P73126
59,NA,NA,sll0996,sll0996,P73127
59,Amino sugar and nucleotide sugar metabolism,syn00520,sqdB,slr1020,P73128
59,NA,NA,ssr1698,ssr1698,P73129
59,NA,NA,sll0995,sll0995,P73130
59,NA,NA,sll0994,sll0994,P73131
59,NA,NA,sll0993,sll0993,P73132
59,Arginine biosynthesis,syn00220,argD,slr1022,P73133
59,NA,NA,slr1023,slr1023,P73134
60,NA,NA,slr1024,slr1024,P73135
60,NA,NA,slr1025,slr1025,P73136
60,Methane metabolism,syn00680,sll0992,sll0992,P73137
60,Glycolysis / Gluconeogenesis,syn00010,sll0990,sll0990,P73138
60,Aminoacyl-tRNA biosynthesis,syn00970,trnR-UCU,trnR-UCU,NA
60,NA,NA,slr1028,slr1028,P73139
60,Porphyrin and chlorophyll metabolism,syn00860,chlI,slr1030,P51634
60,Aminoacyl-tRNA biosynthesis,syn00970,tyrS,slr1031,P73141
60,NA,NA,slr1032,slr1032,P73142
60,NA,NA,slr1033,slr1033,P73143
61,Aminoacyl-tRNA biosynthesis,syn00970,tyrS,ssr1720,P73144
61,NA,NA,slr1034,slr1034,P73145
61,NA,NA,slr1035,slr1035,P73146
61,NA,NA,sll0986,sll0986,P73147
61,NA,NA,sll0985,sll0985,P73148
61,NA,NA,sll0984,sll0984,P73149
61,NA,NA,slr1037,slr1037,P73150
61,NA,NA,sll0983,sll0983,P73151
61,NA,NA,sll0982,sll0982,P73152
62,NA,NA,sll0981,sll0981,P73153
62,NA,NA,sll0980,sll0980,P73154
62,NA,NA,slr1039,slr1039,P73155
62,NA,NA,slr1376,slr1376,P73156
62,Protein export,syn03060,lepB,slr1377,P73157
62,NA,NA,slr1378,slr1378,P73158
62,Oxidative phosphorylation,syn00190,cydA,slr1379,P73159
62,Oxidative phosphorylation,syn00190,cydB,slr1380,P73160
62,NA,NA,sll1300,sll1300,P73161
62,Taurine and hypotaurine metabolism,syn00430,ackA,sll1299,P73162
63,Chlorocyclohexane and chlorobenzene degradation,syn00361,clcD,sll1298,P73163
63,NA,NA,ssr2315,ssr2315,P73164
63,NA,NA,slr1383,slr1383,P73165
63,NA,NA,ssr2317,ssr2317,P73166
63,NA,NA,slr1384,slr1384,P73167
63,NA,NA,slr1385,slr1385,P73168
63,NA,NA,ssr2318,ssr2318,P73169
63,NA,NA,pobA,sll1297,P73170
63,NA,NA,ssl2559,ssl2559,P73171
63,Two-component system,syn02020,sll1296,sll1296,P73172
64,Two-component system,syn02020,pilJ,sll1294,P73173
64,Two-component system,syn02020,sll1293,sll1293,P73174
64,Two-component system,syn02020,sll1292,sll1292,P73175
64,Two-component system,syn02020,sll1291,sll1291,P73176
64,NA,NA,rnb,sll1290,P73177
64,NA,NA,sll1289,sll1289,P73178
64,NA,NA,ftsH,slr1390,P73179
64,NA,NA,slr1391,slr1391,P73180
64,NA,NA,ssr2333,ssr2333,P73181
64,NA,NA,feoB,slr1392,P73182
65,NA,NA,hliA,ssl2542,P73183
65,NA,NA,slr1393,slr1393,P73184
65,NA,NA,slr1394,slr1394,P73185
65,NA,NA,sll1286,sll1286,P73186
65,NA,NA,slr1395,slr1395,P73187
65,NA,NA,slr1396,slr1396,P73188
65,NA,NA,slr1397,slr1397,P73189
65,NA,NA,slr1398,slr1398,P73190
65,Methane metabolism,syn00680,sll1285,sll1285,P73191
65,NA,NA,sll1284,sll1284,P73192
66,NA,NA,spoIID,sll1283,P73193
66,NA,NA,slr1699,slr1699,P73194
66,NA,NA,sll1584,sll1584,P73195
66,NA,NA,lig,sll1583,P73196
66,NA,NA,sll1582,sll1582,P73197
66,Two-component system,syn02020,gumB,sll1581,P73198
66,NA,NA,ssr2843,ssr2843,P73199
66,NA,NA,slr1702,slr1702,P73200
66,Aminoacyl-tRNA biosynthesis,syn00970,serS,slr1703,P73201
66,Photosynthesis - antenna proteins,syn00196,cpcD,ssl3093,P73202
67,Photosynthesis - antenna proteins,syn00196,cpcC,sll1580,P73203
67,Photosynthesis - antenna proteins,syn00196,cpcC,sll1579,P73204
67,Photosynthesis - antenna proteins,syn00196,cpcA,sll1578,Q54715
67,Photosynthesis - antenna proteins,syn00196,cpcB,sll1577,Q54714
67,NA,NA,ssr2848,ssr2848,P73206
67,NA,NA,slr1704,slr1704,P73207
67,NA,NA,sll1575,sll1575,Q9FAB3
67,NA,NA,sll1574,sll1574,Q9FAB3
67,NA,NA,sll1573,sll1573,P73210
67,"Alanine, aspartate and glutamate metabolism",syn00250,aspA,slr1705,P73211
68,NA,NA,dfrA,slr1706,P73212
68,NA,NA,ssr2857,ssr2857,P73213
68,NA,NA,slr1708,slr1708,P73214
68,DNA replication,syn03030,dnaE,sll1572,P74750
68,NA,NA,sll1571,sll1571,P73216
68,NA,NA,sll1570,sll1570,P73217
68,NA,NA,mrcB,slr1710,P73218
68,NA,NA,sll1568,sll1568,P73219
68,Quorum sensing,syn02024,sll1927,sll1927,P73220
68,NA,NA,sll1926,sll1926,P73221
69,NA,NA,slr2005,slr2005,P73222
69,NA,NA,sll1925,sll1925,P73223
69,NA,NA,slr2006,slr2006,P73224
69,NA,NA,ndhD,slr2007,P73225
69,NA,NA,slr2008,slr2008,P73226
69,NA,NA,ndhF,slr2009,P73227
69,NA,NA,slr2010,slr2010,P73228
69,NA,NA,ssr3409,ssr3409,P73229
69,NA,NA,ssr3410,ssr3410,P73230
69,NA,NA,slr2011,slr2011,P73231
70,NA,NA,slr2012,slr2012,P73232
70,NA,NA,slr2013,slr2013,P73233
70,NA,NA,sll1924,sll1924,P73234
70,NA,NA,slr2015,slr2015,P73235
70,NA,NA,slr2016,slr2016,P73236
70,NA,NA,slr2017,slr2017,P73237
70,NA,NA,slr2018,slr2018,P73238
70,NA,NA,slr2019,slr2019,P73239
70,NA,NA,sll1921,sll1921,P73240
70,NA,NA,sll1920,sll1920,P73241
71,Fatty acid biosynthesis,syn00061,fabD,slr2023,P73242
71,NA,NA,slr2024,slr2024,P73243
71,NA,NA,slr2025,slr2025,P73244
71,NA,NA,hemN,sll1917,P73245
71,Nicotinate and nicotinamide metabolism,syn00760,sll1916,sll1916,P73246
71,NA,NA,sll1915,sll1915,P73247
71,Folate biosynthesis,syn00790,folP,slr2026,P73248
71,NA,NA,slr2027,slr2027,P73249
71,NA,NA,sll1913,sll1913,P73250
71,NA,NA,sll1912,sll1912,P73251
72,NA,NA,ssl3615,ssl3615,P73252
72,NA,NA,sll1911,sll1911,P73253
72,RNA degradation,syn03018,zam,sll1910,Q46363
72,NA,NA,slr2030,slr2030,P73255
72,NA,NA,slr2031,slr2031,P73256
72,Arginine biosynthesis,syn00220,argH,slr1133,P73257
72,Purine metabolism,syn00230,slr1134,slr1134,P73258
72,NA,NA,slr1135,slr1135,P73259
72,NA,NA,sll1084,sll1084,P73260
72,Oxidative phosphorylation,syn00190,ctaC,slr1136,Q06474
73,Oxidative phosphorylation,syn00190,ctaD,slr1137,Q06473
73,Oxidative phosphorylation,syn00190,ctaE,slr1138,Q06475
73,NA,NA,trxA,slr1139,P73263
73,NA,NA,slr1140,slr1140,P73264
73,NA,NA,nrtD,sll1082,P73265
73,NA,NA,sll1081,sll1081,P73266
73,NA,NA,sll1080,sll1080,P73267
73,NA,NA,hypB,sll1079,P73268
73,NA,NA,sll1078,sll1078,P73269
73,Arginine and proline metabolism,syn00330,speB,sll1077,P73270
74,NA,NA,slr1142,slr1142,P73271
74,NA,NA,slr1143,slr1143,P73272
74,NA,NA,ziaA,sll1076,P73273
74,Aminoacyl-tRNA biosynthesis,syn00970,leuS,sll1074,P73274
74,NA,NA,gltS,slr1145,P73275
74,NA,NA,slr1147,slr1147,P73276
74,NA,NA,slr1148,slr1148,P73277
74,ABC transporters,syn02010,slr1149,slr1149,P73278
74,NA,NA,slr1150,slr1150,P73279
74,NA,NA,sll1072,sll1072,P73280
75,NA,NA,sll1071,sll1071,P73281
75,Pentose phosphate pathway,syn00030,tktA,sll1070,P73282
75,Fatty acid biosynthesis,syn00061,fabF,sll1069,P73283
75,Metabolic pathways,syn01100,acp,ssl2084,P20804
75,NA,NA,sll1068,sll1068,P73285
75,NA,NA,ssl3451,ssl3451,P73286
75,Porphyrin and chlorophyll metabolism,syn00860,bfr,slr1890,P73287
75,NA,NA,sll1825,sll1825,P73288
75,Ribosome,syn03010,sll1824,sll1824,P73289
75,Purine metabolism,syn00230,purA,sll1823,P73290
76,NA,NA,ssl3446,ssl3446,P73291
76,Ribosome,syn03010,rpl31,ssl3445,P73292
76,Ribosome,syn03010,rps9,sll1822,P73293
76,Ribosome,syn03010,rpl13,sll1821,P73294
76,NA,NA,truA,sll1820,P73295
76,Ribosome,syn03010,rpl17,sll1819,P73296
76,RNA polymerase,syn03020,rpoA,sll1818,P73297
76,Ribosome,syn03010,rps11,sll1817,P73298
76,Ribosome,syn03010,rps13,sll1816,P73299
76,Ribosome,syn03010,rpl36,sml0006,P73300
77,NA,NA,infA,ssl3441,P73301
77,Purine metabolism,syn00230,adk,sll1815,P73302
77,Quorum sensing,syn02024,secY,sll1814,P77964
77,Ribosome,syn03010,rpl15,sll1813,P73303
77,Ribosome,syn03010,rps5,sll1812,P73304
77,Ribosome,syn03010,rpl18,sll1811,P73305
77,Ribosome,syn03010,rpl6,sll1810,P73306
77,Ribosome,syn03010,rps8,sll1809,P73307
77,Ribosome,syn03010,rpl5,sll1808,P73308
77,Ribosome,syn03010,rpl24,sll1807,P73309
78,Ribosome,syn03010,rpl14,sll1806,P73310
78,Ribosome,syn03010,rps17,ssl3437,P73311
78,Ribosome,syn03010,rpl29,ssl3436,P73312
78,Ribosome,syn03010,rpl16,sll1805,P73313
78,Ribosome,syn03010,rps3,sll1804,P73314
78,Ribosome,syn03010,rpl22,sll1803,P73315
78,Ribosome,syn03010,rps19,ssl3432,P73316
78,Ribosome,syn03010,rpl2,sll1802,P73317
78,Ribosome,syn03010,rpl23,sll1801,P73318
78,Ribosome,syn03010,rpl4,sll1800,P73319
79,Ribosome,syn03010,rpl3,sll1799,P73320
79,NA,NA,slr1894,slr1894,P73321
79,Ubiquinone and other terpenoid-quinone biosynthesis,syn00130,ycf21,sll1797,P73322
79,NA,NA,slr1895,slr1895,P73323
79,NA,NA,slr1896,slr1896,P73324
79,Photosynthesis,syn00195,petJ,sll1796,P46445
79,ABC transporters,syn02010,srrA,slr1897,P73325
79,Arginine biosynthesis,syn00220,argB,slr1898,P73326
79,NA,NA,ureF,slr1899,P73327
79,NA,NA,slr1900,slr1900,P73328
80,NA,NA,slr1901,slr1901,P73329
80,NA,NA,slr1902,slr1902,P73330
80,NA,NA,slr1903,slr1903,P73331
80,NA,NA,sll1792,sll1792,P73332
80,NA,NA,sll1791,sll1791,P73333
80,RNA polymerase,syn03020,rpoC2,sll1789,P73334
80,RNA polymerase,syn03020,rpoB,sll1787,P77965
80,NA,NA,sll1786,sll1786,P73335
80,Ribosome,syn03010,rps20,ssl2233,P73336
80,NA,NA,sll1124,sll1124,P73337
81,NA,NA,sll1123,sll1123,P73338
81,Nucleotide excision repair,syn03420,sll1121,sll1121,P73339
81,NA,NA,sll1120,sll1120,P73340
81,NA,NA,sll1119,sll1119,P73341
81,NA,NA,slr1194,slr1194,P73342
81,NA,NA,slr1195,slr1195,P73343
81,NA,NA,slr1196,slr1196,P73344
81,NA,NA,slr1197,slr1197,P73345
81,NA,NA,sll1118,sll1118,P73346
81,NA,NA,ssr2009,ssr2009,P73347
82,NA,NA,slr1198,slr1198,P73348
82,Mismatch repair,syn03430,mutL,slr1199,P73349
82,ABC transporters,syn02010,livH,slr1200,P73350
82,ABC transporters,syn02010,slr1201,slr1201,P73351
82,ABC transporters,syn02010,lacF,slr1202,P73352
82,NA,NA,slr1203,slr1203,P73353
82,NA,NA,htrA,slr1204,P73354
82,NA,NA,slr1205,slr1205,P73355
82,NA,NA,slr1206,slr1206,P73356
82,NA,NA,slr1207,slr1207,P73357
83,NA,NA,ssr2016,ssr2016,P73358
83,NA,NA,slr1208,slr1208,P73359
83,NA,NA,slr1209,slr1209,P73360
83,NA,NA,slr1210,slr1210,P73361
83,Porphyrin and chlorophyll metabolism,syn00860,cobN,slr1211,P73362
83,NA,NA,ETR1,slr1212,P73363
83,NA,NA,slr1213,slr1213,P73364
83,Two-component system,syn02020,slr1214,slr1214,P73365
83,NA,NA,slr1215,slr1215,P73366
83,"Phenylalanine, tyrosine and tryptophan biosynthesis",syn00400,aroQ,sll1112,P73367
84,NA,NA,mgtE,slr1216,P73368
84,NA,NA,sll1971,sll1971,P73369
84,NA,NA,slr2070,slr2070,P73370
84,NA,NA,slr2071,slr2071,P73371
84,Glycerolipid metabolism,syn00561,sll1969,sll1969,P73372
84,NA,NA,pmgA,sll1968,P73373
84,NA,NA,sll1967,sll1967,P73374
84,"Glycine, serine and threonine metabolism",syn00260,ilvA,slr2072,P73375
84,NA,NA,slr2073,slr2073,P73376
84,Fructose and mannose metabolism,syn00051,manA,slr2074,P73377
85,NA,NA,sll1965,sll1965,P73378
85,NA,NA,groES,slr2075,Q05971
85,RNA degradation,syn03018,groEL,slr2076,Q05972
85,NA,NA,slr2077,slr2077,P73380
85,NA,NA,slr2078,slr2078,P73381
85,NA,NA,ssl3712,ssl3712,P73382
85,"Phenylalanine, tyrosine and tryptophan biosynthesis",syn00400,aroC,sll1747,P23353
85,Ribosome,syn03010,rpl12,sll1746,P23349
85,Ribosome,syn03010,rpl10,sll1745,P23350
85,Ribosome,syn03010,rpl1,sll1744,P36236
86,Ribosome,syn03010,rpl11,sll1743,P36237
86,NA,NA,nusG,sll1742,P36265
86,Quorum sensing,syn02024,secE,ssl3335,P38382
86,Aminoacyl-tRNA biosynthesis,syn00970,trnW-CCA,trnW-CCA,NA
86,Ribosome,syn03010,rpl19,sll1740,P36239
86,NA,NA,slr1826,slr1826,P73383
86,NA,NA,slr1827,slr1827,P73384
86,NA,NA,sll1739,sll1739,P73385
86,NA,NA,sll1738,sll1738,P73386
86,NA,NA,sll1737,sll1737,P73387
87,Photosynthesis,syn00195,petF,slr1828,P73388
87,Butanoate metabolism,syn00650,slr1829,slr1829,P73389
87,Butanoate metabolism,syn00650,phbC,slr1830,P73390
87,NA,NA,sll1736,sll1736,P73391
87,NA,NA,sll1735,sll1735,P73392
87,NA,NA,sll1734,sll1734,P73393
87,Oxidative phosphorylation,syn00190,ndhD3,sll1733,P73394
87,Oxidative phosphorylation,syn00190,ndhF,sll1732,P73395
87,NA,NA,sll1730,sll1730,P73396
87,Photosynthesis,syn00195,psaA,slr1834,P29254
88,Photosynthesis,syn00195,psaB,slr1835,P29255
88,NA,NA,sll1726,sll1726,P73399
88,NA,NA,sll1725,sll1725,P73400
88,NA,NA,icsA,sll1724,P73401
88,NA,NA,sll1723,sll1723,P73402
88,NA,NA,sll1722,sll1722,P73403
88,Two-component system,syn02020,slr1837,slr1837,P73404
88,Glycolysis / Gluconeogenesis,syn00010,pdhB,sll1721,P73405
88,NA,NA,ccmK,slr1838,P73406
88,NA,NA,ccmK,slr1839,P73407
89,"Glycine, serine and threonine metabolism",syn00260,slr1840,slr1840,P73408
89,NA,NA,slr1841,slr1841,P73409
89,Cysteine and methionine metabolism,syn00270,cysK,slr1842,P73410
89,Pentose phosphate pathway,syn00030,zwf,slr1843,P73411
89,Nucleotide excision repair,syn03420,uvrA,slr1844,P73412
89,NA,NA,sll1717,sll1717,P73413
89,NA,NA,sll1716,sll1716,P73414
89,NA,NA,sll1715,sll1715,P73415
89,NA,NA,sll1714,sll1714,P73416
89,NA,NA,hisC,sll1713,P73417
90,NA,NA,sll1712,sll1712,P73418
90,NA,NA,sll1469,sll1469,P73419
90,NA,NA,slr1535,slr1535,P73420
90,RNA degradation,syn03018,recQ,slr1536,P73421
90,NA,NA,slr1537,slr1537,P73422
90,Porphyrin and chlorophyll metabolism,syn00860,cbiD,slr1538,P73423
90,NA,NA,slr1540,slr1540,P73424
90,NA,NA,slr1541,slr1541,P73425
90,Terpenoid backbone biosynthesis,syn00900,slr1542,slr1542,P73426
90,NA,NA,slr1543,slr1543,P73427
91,Carotenoid biosynthesis,syn00906,bhy,sll1468,P73428
91,NA,NA,ssr2595,ssr2595,P73429
91,NA,NA,slr1544,slr1544,P73430
91,NA,NA,rpoE,slr1545,P73431
91,NA,NA,slr1546,slr1546,P73432
91,NA,NA,slr1547,slr1547,P73433
91,Aminoacyl-tRNA biosynthesis,syn00970,trnL-GAG,trnL-GAG,NA
91,NA,NA,sll1466,sll1466,P73434
91,Protein export,syn03060,ssl2823,ssl2823,P73435
91,NA,NA,sll1464,sll1464,P73436
92,NA,NA,ftsH,sll1463,P73437
92,NA,NA,hypE,sll1462,P73438
92,NA,NA,sll1461,sll1461,P73439
92,Purine metabolism,syn00230,sll1459,sll1459,P73440
92,NA,NA,def,slr1549,P73441
92,NA,NA,ssr2611,ssr2611,P73442
92,Aminoacyl-tRNA biosynthesis,syn00970,lysS,slr1550,P73443
92,NA,NA,rfbJ,sll1457,P73444
92,NA,NA,sll1456,sll1456,P73445
92,NA,NA,slr1552,slr1552,P73446
93,NA,NA,sll1455,sll1455,P73447
93,Nitrogen metabolism,syn00910,narB,sll1454,P73448
93,Nitrogen metabolism,syn00910,nrtD,sll1453,P73449
93,Nitrogen metabolism,syn00910,nrtC,sll1452,P73450
93,Nitrogen metabolism,syn00910,nrtB,sll1451,P73451
93,Nitrogen metabolism,syn00910,nrtA,sll1450,P73452
93,NA,NA,sll1634,sll1634,P73453
93,Porphyrin and chlorophyll metabolism,syn00860,slr1748,slr1748,P73454
93,NA,NA,repA,ssl3177,P73455
93,NA,NA,ftsZ,sll1633,P73456
94,NA,NA,sll1632,sll1632,P73457
94,NA,NA,prc,slr1751,P73458
94,NA,NA,slr1752,slr1752,P73459
94,NA,NA,sll1144,sll1144,P73460
94,NA,NA,slr1218,slr1218,P73461
94,NA,NA,ureE,slr1219,P73462
94,NA,NA,slr1220,slr1220,P73463
94,NA,NA,slr1222,slr1222,P73464
94,Nucleotide excision repair,syn03420,uvrD,sll1143,P73465
94,NA,NA,sll1142,sll1142,P73466
95,NA,NA,sulA,slr1223,P73467
95,ABC transporters,syn02010,malK,slr1224,P73468
95,NA,NA,pknA,slr1225,P73469
95,Starch and sucrose metabolism,syn00500,sll1138,sll1138,P73470
95,Purine metabolism,syn00230,purC,slr1226,P73471
95,NA,NA,IAP75,slr1227,P73472
95,NA,NA,prfC,slr1228,P73473
95,NA,NA,slr1229,slr1229,P73474
95,NA,NA,slr1230,slr1230,P73475
95,NA,NA,sll1135,sll1135,P73476
96,NA,NA,slr1232,slr1232,P73477
96,NA,NA,ssr2047,ssr2047,P73478
96,Citrate cycle (TCA cycle),syn00020,frdA,slr1233,P73479
96,NA,NA,bchB,ssr2049,P73480
96,NA,NA,slr1234,slr1234,P73481
96,NA,NA,slr1235,slr1235,P73482
96,NA,NA,slr1236,slr1236,P73483
96,NA,NA,ssl2250,ssl2250,P73484
96,NA,NA,sll1132,sll1132,P73485
96,NA,NA,sll1131,sll1131,P73486
97,Pyrimidine metabolism,syn00240,codA,slr1237,P73487
97,NA,NA,sll1130,sll1130,P73488
97,NA,NA,ssl2245,ssl2245,P73489
97,NA,NA,todF,sll1129,P73490
97,NA,NA,ssr2060,ssr2060,P73491
97,NA,NA,grxC,ssr2061,P73492
97,Cysteine and methionine metabolism,syn00270,gshB,slr1238,P73493
97,NA,NA,ssr2062,ssr2062,P73494
97,Ubiquinone and other terpenoid-quinone biosynthesis,syn00130,menB,sll1127,P73495
97,Nicotinate and nicotinamide metabolism,syn00760,pntA,slr1239,P73496
98,NA,NA,slr1240,slr1240,P73497
98,NA,NA,slr1241,slr1241,P73498
98,NA,NA,ssr2067,ssr2067,P73499
98,Nicotinate and nicotinamide metabolism,syn00760,pntB,slr1434,P73500
98,NA,NA,pmbA,slr1435,P73501
98,NA,NA,slr1436,slr1436,P73502
98,NA,NA,slr1437,slr1437,P73503
98,NA,NA,slr1438,slr1438,P73504
98,Aminoacyl-tRNA biosynthesis,syn00970,ileS,sll1362,P73505
98,NA,NA,ssr2406,ssr2406,P73506
99,DNA replication,syn03030,dnaX,sll1360,P73507
99,NA,NA,slr1440,slr1440,P73508
99,NA,NA,sll1359,sll1359,P73509
99,Glyoxylate and dicarboxylate metabolism,syn00630,sll1358,sll1358,P73510
99,Starch and sucrose metabolism,syn00500,glgP,sll1356,P73511
99,NA,NA,slr1441,slr1441,P73512
99,NA,NA,sll1355,sll1355,P73513
99,NA,NA,slr1442,slr1442,P73514
99,NA,NA,pknA,slr1443,P73515
99,NA,NA,slr1444,slr1444,P73516
100,NA,NA,ssr2422,ssr2422,P73517
100,NA,NA,trnM-CAU,trnM-CAU,NA
100,Base excision repair,syn03410,recJ,sll1354,P73518
100,NA,NA,sll1353,sll1353,P73519
100,NA,NA,sll1352,sll1352,P73520
100,Fructose and mannose metabolism,syn00051,cscK,slr1448,P73521
100,NA,NA,slr1449,slr1449,P73522
100,NA,NA,slr1450,slr1450,P73523
100,NA,NA,sll1350,sll1350,P73524
100,Glyoxylate and dicarboxylate metabolism,syn00630,cbbZp,sll1349,P73525
101,NA,NA,sll1348,sll1348,P73526
101,Riboflavin metabolism,syn00740,ribH,sll1282,P73527
101,Photosynthesis,syn00195,ycf9,sll1281,P73528
101,Aminoacyl-tRNA biosynthesis,syn00970,trnL-CAA,trnL-CAA,NA
101,NA,NA,sll1280,sll1280,P73529
101,Ribosome,syn03010,rps1,slr1356,P73530
101,NA,NA,slr1357,slr1357,P73531
101,Homologous recombination,syn03440,recF,sll1277,P73532
101,NA,NA,sll1276,sll1276,P73533
101,Glycolysis / Gluconeogenesis,syn00010,pykF,sll1275,P73534
102,NA,NA,slr1362,slr1362,P73535
102,NA,NA,sll1274,sll1274,P73536
102,NA,NA,slr1363,slr1363,P73537
102,Biotin metabolism,syn00780,bioB,slr1364,P73538
102,ABC transporters,syn02010,bioY,slr1365,P73539
102,Protein export,syn03060,lspA,slr1366,P73540
102,NA,NA,sll1273,sll1273,P73541
102,NA,NA,sll1272,sll1272,P73542
102,NA,NA,sll1271,sll1271,P73543
102,ABC transporters,syn02010,glnH_glnP,sll1270,P73544
103,NA,NA,ssl2501,ssl2501,P73545
103,Starch and sucrose metabolism,syn00500,glgP,slr1367,P73546
103,Porphyrin and chlorophyll metabolism,syn00860,cbiT,slr1368,P73547
103,Glycerophospholipid metabolism,syn00564,cdsA,slr1369,P73548
103,NA,NA,sll1268,sll1268,P73549
103,NA,NA,sll1267,sll1267,P73550
103,NA,NA,sll1265,sll1265,P73551
103,NA,NA,sll0877,sll0877,P73552
103,NA,NA,mscL,slr0875,P73553
103,Homologous recombination,syn03440,ruvA,sll0876,P73554
104,NA,NA,sll0875,sll0875,P73555
104,Sulfur metabolism,syn00920,slr0876,slr0876,P73556
104,NA,NA,ssr1480,ssr1480,P73557
104,Aminoacyl-tRNA biosynthesis,syn00970,slr0877,slr0877,P73558
104,NA,NA,slr0878,slr0878,P73559
104,"Glycine, serine and threonine metabolism",syn00260,gcvH,slr0879,P73560
104,NA,NA,slr0880,slr0880,P73561
104,Arginine and proline metabolism,syn00330,napC,sll0873,P73562
104,NA,NA,ssl1633,ssl1633,P73563
104,NA,NA,slr0881,slr0881,P73564
105,NA,NA,sll0872,sll0872,P73565
105,ABC transporters,syn02010,slr0882,slr0882,P73566
105,NA,NA,psr,slr0883,P73567
105,NA,NA,sll0871,sll0871,P73568
105,Glycolysis / Gluconeogenesis,syn00010,gap1,slr0884,P49433
105,NA,NA,slr0885,slr0885,P73570
105,NA,NA,aat,sll0869,P73571
105,Lipoic acid metabolism,syn00785,lipA,sll0868,P73572
105,NA,NA,sll0867,sll0867,P73573
105,Fatty acid biosynthesis,syn00061,fabG,slr0886,P73574
106,Folate biosynthesis,syn00790,slr0887,slr0887,P73575
106,NA,NA,slr0888,slr0888,P73576
106,NA,NA,slr0889,slr0889,P73577
106,NA,NA,ssr1499,ssr1499,P73578
106,NA,NA,slr0890,slr0890,P73579
106,Nucleotide excision repair,syn03420,uvrC,sll0865,P73580
106,Cationic antimicrobial peptide (CAMP) resistance,syn01503,amiA,slr0891,P73581
106,NA,NA,sll0864,sll0864,P73582
106,NA,NA,sll0863,sll0863,P73583
106,NA,NA,sll0862,sll0862,P73584
107,Amino sugar and nucleotide sugar metabolism,syn00520,sll0861,sll0861,P73585
107,NA,NA,sll0860,sll0860,P73586
107,Photosynthesis,syn00195,petA,sll1317,P26287
107,Photosynthesis,syn00195,petC,sll1316,P26290
107,Photosynthesis,syn00195,psbH,ssl2598,P14835
107,NA,NA,psbN,smr0009,P26286
107,NA,NA,ssl2595,ssl2595,P73587
107,NA,NA,sll1315,sll1315,P73588
107,NA,NA,dctP,sll1314,P73589
107,NA,NA,slr1403,slr1403,P73590
108,NA,NA,sll1308,sll1308,P73591
108,NA,NA,slr1406,slr1406,P73592
108,NA,NA,slr1407,slr1407,P73593
108,NA,NA,slr1409,slr1409,P73594
108,NA,NA,slr1410,slr1410,P73595
108,NA,NA,sll1307,sll1307,P73596
108,NA,NA,sll1306,sll1306,P73597
108,NA,NA,sll1305,sll1305,P73598
108,NA,NA,sll1304,sll1304,P73599
108,NA,NA,sll1785,sll1785,P73600
109,NA,NA,sll1784,sll1784,P73601
109,NA,NA,sll1783,sll1783,P73602
109,NA,NA,slr1852,slr1852,P73603
109,NA,NA,slr1853,slr1853,P73604
109,NA,NA,slr1854,slr1854,P73605
109,NA,NA,slr1855,slr1855,P73606
109,NA,NA,slr1856,slr1856,P73607
109,Starch and sucrose metabolism,syn00500,glgX,slr1857,P73608
109,NA,NA,slr1859,slr1859,P73609
109,NA,NA,ICFG,slr1860,P37979
110,NA,NA,slr1861,slr1861,P73611
110,NA,NA,slr1862,slr1862,P73612
110,NA,NA,sll1780,sll1780,Q55566
110,NA,NA,slr1863,slr1863,P73613
110,NA,NA,slr1864,slr1864,P73614
110,NA,NA,slr1865,slr1865,P73615
110,NA,NA,slr1866,slr1866,P73616
110,"Phenylalanine, tyrosine and tryptophan biosynthesis",syn00400,trpD,slr1867,P73617
110,Pentose phosphate pathway,syn00030,deoC,sll1776,P73618
110,Other glycan degradation,syn00511,sll1775,sll1775,P73619
111,NA,NA,sll1774,sll1774,P73620
111,NA,NA,slr1869,slr1869,P73621
111,NA,NA,slr1870,slr1870,P73622
